BFSNR;NAME;DATUM;STEUPFL_ANZ;STEK_TOTAL;STEK_MEDIAN;EKST_TOTAL;EKST_MEDIAN;STVM_TOTAL;STVM_MEDIAN;VMST_TOTAL;VMST_MEDIAN
19;Kanton Aargau;2017-12-31;377033.0;2.42412068E10;53400.0;1.270170778E9;2280.0;9.0034063E10;0.0;1.41611137E8;0.0
19;Kanton Aargau;2016-12-31;371581.0;2.34814902E10;52900.0;1.2272667E9;2200.0;8.3779739E10;0.0;1.31007E8;0.0
19;Kanton Aargau;2015-12-31;353210.0;2.17145359E10;52000.0;1.1402599E9;2200.0;7.0408777E10;0.0;1.171541E8;0.0
19;Kanton Aargau;2014-12-31;350015.0;2.13938649E10;51800.0;1.1480398E9;2200.0;7.0389322E10;0.0;1.171849E8;0.0
19;Kanton Aargau;2013-12-31;344671.0;2.1111958E10;51700.0;1.1583324E9;2300.0;6.8808016E10;0.0;1.269197E8;0.0
19;Kanton Aargau;2012-12-31;339113.0;2.06412803E10;51400.0;1.1260488E9;2300.0;6.4948039E10;0.0;1.197032E8;0.0
19;Kanton Aargau;2011-12-31;333661.0;2.02007572E10;51100.0;1.0990717E9;2200.0;6.0932386E10;0.0;1.138939E8;0.0
19;Kanton Aargau;2010-12-31;328028.0;1.95380075E10;50400.0;1.0570007E9;2200.0;5.843113E10;0.0;1.08625E8;0.0
19;Kanton Aargau;2009-12-31;324267.0;1.91335538E10;50300.0;1.0278672E9;2100.0;5.7970422E10;0.0;1.067156E8;0.0
19;Kanton Aargau;2008-12-31;318368.0;1.85583621E10;49800.0;1.0292867E9;2100.0;5.2835827E10;0.0;1.122705E8;0.0
19;Kanton Aargau;2007-12-31;307589.0;1.75097638E10;48700.0;9.583732E8;2000.0;5.7126848E10;0.0;1.222719E8;0.0
19;Kanton Aargau;2006-12-31;308540.0;1.74903379E10;48000.0;9.39257E8;2000.0;5.7737374E10;0.0;1.238658E8;0.0
19;Kanton Aargau;2005-12-31;301932.0;1.682513E10;47400.0;8.895018E8;1900.0;5.3645828E10;0.0;1.14491E8;0.0
19;Kanton Aargau;2004-12-31;297929.0;1.6442761E10;47200.0;8.606791E8;1900.0;4.9600427E10;0.0;1.05046E8;0.0
19;Kanton Aargau;2003-12-31;288430.0;1.59172556E10;47300.0;8.2934E8;1900.0;4.8804598E10;0.0;1.035598E8;0.0
19;Kanton Aargau;2002-12-31;288928.0;1.59682819E10;47400.0;8.332221E8;1900.0;4.7242789E10;0.0;9.98352E7;0.0
19;Kanton Aargau;2001-12-31;279761.0;1.53318454E10;47000.0;8.506244E8;2000.0;4.6377227E10;0.0;9.78833E7;0.0
1901;Bezirk Aarau;2017-12-31;44469.0;2.8438933E9;53500.0;1.51112141E8;2336.0;1.0439738E10;0.0;1.645286E7;0.0
1901;Bezirk Aarau;2016-12-31;43903.0;2.7573638E9;53000.0;1.463184E8;2300.0;9.722562E9;0.0;1.5271E7;0.0
1901;Bezirk Aarau;2015-12-31;30534.0;1.8621368E9;52600.0;9.70963E7;2200.0;5.79298E9;0.0;9630600.0;0.0
1901;Bezirk Aarau;2014-12-31;30296.0;1.8494151E9;52700.0;9.86578E7;2300.0;5.75138E9;0.0;9548200.0;0.0
1901;Bezirk Aarau;2013-12-31;29849.0;1.8116159E9;52700.0;9.83185E7;2400.0;5.629339E9;0.0;1.04316E7;0.0
1901;Bezirk Aarau;2012-12-31;29395.0;1.7636315E9;51900.0;9.52048E7;2300.0;5.283011E9;0.0;9715300.0;0.0
1901;Bezirk Aarau;2011-12-31;28792.0;1.7100522E9;51400.0;9.15638E7;2300.0;4.986376E9;0.0;9116800.0;0.0
1901;Bezirk Aarau;2010-12-31;28148.0;1.6538069E9;51100.0;8.79425E7;2200.0;4.906834E9;0.0;8975200.0;0.0
1901;Bezirk Aarau;2009-12-31;29141.0;1.695283E9;51000.0;8.9449E7;2200.0;5.011092E9;0.0;9134900.0;0.0
1901;Bezirk Aarau;2008-12-31;29081.0;1.6775889E9;50500.0;9.13616E7;2200.0;4.643175E9;0.0;9754600.0;0.0
1901;Bezirk Aarau;2007-12-31;27744.0;1.5637509E9;49500.0;8.36497E7;2100.0;4.892468E9;0.0;1.03933E7;0.0
1901;Bezirk Aarau;2006-12-31;28225.0;1.5821521E9;48800.0;8.2563E7;2000.0;5.064053E9;0.0;1.08078E7;0.0
1901;Bezirk Aarau;2005-12-31;27605.0;1.5350701E9;48300.0;7.92684E7;2000.0;4.737896E9;0.0;1.00157E7;0.0
1901;Bezirk Aarau;2004-12-31;27272.0;1.5054046E9;48200.0;7.73205E7;1900.0;4.476338E9;0.0;9403700.0;0.0
1901;Bezirk Aarau;2003-12-31;26172.0;1.4507579E9;48500.0;7.43032E7;2000.0;4.277427E9;0.0;8922600.0;0.0
1901;Bezirk Aarau;2002-12-31;26451.0;1.4610714E9;48500.0;7.4776E7;2000.0;4.195888E9;0.0;8741100.0;0.0
1901;Bezirk Aarau;2001-12-31;25701.0;1.4044935E9;47800.0;7.62754E7;2100.0;4.215525E9;0.0;8801700.0;0.0
1902;Bezirk Baden;2017-12-31;80517.0;5.5080999E9;55500.0;2.96822789E8;2431.0;2.0917758E10;0.0;3.3285451E7;0.0
1902;Bezirk Baden;2016-12-31;79505.0;5.3202914E9;55100.0;2.859491E8;2400.0;1.9036074E10;0.0;3.00142E7;0.0
1902;Bezirk Baden;2015-12-31;78559.0;5.114904E9;54200.0;2.795878E8;2400.0;1.66876E10;0.0;2.86426E7;0.0
1902;Bezirk Baden;2014-12-31;77790.0;5.050288E9;54200.0;2.82258E8;2400.0;1.6603037E10;0.0;2.84134E7;0.0
1902;Bezirk Baden;2013-12-31;76803.0;5.0584051E9;54200.0;2.886996E8;2500.0;1.6172907E10;0.0;3.0741E7;0.0
1902;Bezirk Baden;2012-12-31;75849.0;4.9856634E9;53800.0;2.839562E8;2500.0;1.5175435E10;0.0;2.87948E7;0.0
1902;Bezirk Baden;2011-12-31;74819.0;4.8883822E9;53500.0;2.783716E8;2400.0;1.4142433E10;0.0;2.66364E7;0.0
1902;Bezirk Baden;2010-12-31;73743.0;4.6940154E9;52800.0;2.668056E8;2400.0;1.374451E10;0.0;2.58574E7;0.0
1902;Bezirk Baden;2009-12-31;72723.0;4.5847958E9;52900.0;2.580446E8;2400.0;1.3145265E10;0.0;2.46077E7;0.0
1902;Bezirk Baden;2008-12-31;71418.0;4.4342777E9;52100.0;2.595658E8;2300.0;1.2051883E10;0.0;2.60033E7;0.0
1902;Bezirk Baden;2007-12-31;68027.0;4.1175393E9;50800.0;2.386016E8;2200.0;1.3128459E10;0.0;2.87431E7;0.0
1902;Bezirk Baden;2006-12-31;68921.0;4.1297849E9;50100.0;2.341421E8;2100.0;1.3380372E10;0.0;2.9392E7;0.0
1902;Bezirk Baden;2005-12-31;67198.0;3.9646913E9;49400.0;2.220195E8;2100.0;1.2327582E10;0.0;2.69105E7;0.0
1902;Bezirk Baden;2004-12-31;66558.0;3.8910388E9;49200.0;2.156444E8;2100.0;1.1171391E10;0.0;2.41177E7;0.0
1902;Bezirk Baden;2003-12-31;64863.0;3.7904081E9;49600.0;2.088631E8;2100.0;1.1100461E10;0.0;2.40452E7;0.0
1902;Bezirk Baden;2002-12-31;64692.0;3.8052381E9;49900.0;2.107573E8;2100.0;1.0590448E10;0.0;2.28204E7;0.0
1902;Bezirk Baden;2001-12-31;62700.0;3.6722503E9;49400.0;2.165346E8;2300.0;1.0579E10;0.0;2.28441E7;0.0
1903;Bezirk Bremgarten;2017-12-31;42622.0;2.9225747E9;54600.0;1.57609679E8;2336.0;1.1633505E10;0.0;1.8390904E7;0.0
1903;Bezirk Bremgarten;2016-12-31;42148.0;2.8401081E9;53900.0;1.518797E8;2300.0;1.0997954E10;0.0;1.72375E7;0.0
1903;Bezirk Bremgarten;2015-12-31;41472.0;2.6981103E9;52700.0;1.470434E8;2300.0;9.115607E9;0.0;1.57371E7;0.0
1903;Bezirk Bremgarten;2014-12-31;41242.0;2.6467053E9;52500.0;1.463495E8;2300.0;9.173747E9;0.0;1.56928E7;0.0
1903;Bezirk Bremgarten;2013-12-31;40604.0;2.5928904E9;52300.0;1.460852E8;2300.0;8.717894E9;0.0;1.67411E7;0.0
1903;Bezirk Bremgarten;2012-12-31;39743.0;2.543243E9;52100.0;1.427851E8;2300.0;8.30697E9;0.0;1.5859E7;0.0
1903;Bezirk Bremgarten;2011-12-31;38894.0;2.4664517E9;52100.0;1.386165E8;2300.0;7.722672E9;0.0;1.46349E7;0.0
1903;Bezirk Bremgarten;2010-12-31;38219.0;2.4172322E9;51500.0;1.348023E8;2300.0;7.625577E9;0.0;1.44855E7;0.0
1903;Bezirk Bremgarten;2009-12-31;37502.0;2.3313671E9;51300.0;1.294624E8;2200.0;7.236933E9;0.0;1.36617E7;0.0
1903;Bezirk Bremgarten;2008-12-31;36824.0;2.2763449E9;51100.0;1.315752E8;2200.0;6.586868E9;0.0;1.42833E7;0.0
1903;Bezirk Bremgarten;2007-12-31;35313.0;2.1352156E9;50100.0;1.222023E8;2100.0;7.055973E9;0.0;1.54607E7;0.0
1903;Bezirk Bremgarten;2006-12-31;35952.0;2.1483275E9;49100.0;1.205321E8;2000.0;7.157752E9;0.0;1.57212E7;0.0
1903;Bezirk Bremgarten;2005-12-31;35155.0;2.0599911E9;48500.0;1.134815E8;2000.0;6.569952E9;0.0;1.43146E7;0.0
1903;Bezirk Bremgarten;2004-12-31;34713.0;2.0110083E9;48300.0;1.092572E8;2000.0;5.808569E9;0.0;1.24471E7;0.0
1903;Bezirk Bremgarten;2003-12-31;33714.0;1.9659811E9;48900.0;1.069967E8;2000.0;5.833814E9;0.0;1.25688E7;0.0
1903;Bezirk Bremgarten;2002-12-31;33413.0;1.9623304E9;48800.0;1.074228E8;2000.0;5.556451E9;0.0;1.19232E7;0.0
1903;Bezirk Bremgarten;2001-12-31;32225.0;1.8882897E9;48700.0;1.097378E8;2200.0;5.369857E9;0.0;1.1461E7;0.0
1904;Bezirk Brugg;2017-12-31;28484.0;1.7918195E9;53500.0;9.338232E7;2288.0;6.583342E9;0.0;1.0314622E7;0.0
1904;Bezirk Brugg;2016-12-31;28260.0;1.7445126E9;52900.0;9.03644E7;2200.0;6.238668E9;0.0;9729500.0;0.0
1904;Bezirk Brugg;2015-12-31;27913.0;1.6842667E9;51900.0;8.76839E7;2200.0;5.546276E9;0.0;9251200.0;0.0
1904;Bezirk Brugg;2014-12-31;27703.0;1.6671195E9;51700.0;8.87613E7;2200.0;5.50448E9;0.0;9164000.0;0.0
1904;Bezirk Brugg;2013-12-31;27188.0;1.6245005E9;51500.0;8.81466E7;2300.0;5.389467E9;0.0;9995800.0;0.0
1904;Bezirk Brugg;2012-12-31;26670.0;1.576677E9;51300.0;8.49274E7;2200.0;5.052905E9;0.0;9289900.0;0.0
1904;Bezirk Brugg;2011-12-31;26312.0;1.5522466E9;50900.0;8.34238E7;2200.0;4.803773E9;0.0;8815400.0;0.0
1904;Bezirk Brugg;2010-12-31;25932.0;1.5068472E9;50500.0;8.04335E7;2200.0;4.770005E9;0.0;8754900.0;0.0
1904;Bezirk Brugg;2009-12-31;25910.0;1.5048003E9;50300.0;8.01029E7;2200.0;4.709411E9;0.0;8626900.0;0.0
1904;Bezirk Brugg;2008-12-31;25435.0;1.4569468E9;49600.0;7.95422E7;2100.0;4.389418E9;0.0;9288200.0;0.0
1904;Bezirk Brugg;2007-12-31;24788.0;1.3846214E9;48600.0;7.47032E7;2000.0;4.682161E9;0.0;1.00113E7;0.0
1904;Bezirk Brugg;2006-12-31;24782.0;1.3869407E9;47600.0;7.348E7;1900.0;4.769366E9;0.0;1.02454E7;0.0
1904;Bezirk Brugg;2005-12-31;24450.0;1.3480714E9;47500.0;7.01737E7;1900.0;4.480098E9;0.0;9535300.0;0.0
1904;Bezirk Brugg;2004-12-31;24197.0;1.339682E9;47400.0;6.98798E7;1900.0;4.199926E9;0.0;8872000.0;0.0
1904;Bezirk Brugg;2003-12-31;23336.0;1.2911178E9;47800.0;6.6963E7;1900.0;4.064536E9;0.0;8557500.0;0.0
1904;Bezirk Brugg;2002-12-31;23498.0;1.3029241E9;48100.0;6.75951E7;1900.0;3.953016E9;0.0;8298400.0;0.0
1904;Bezirk Brugg;2001-12-31;22322.0;1.2230383E9;47800.0;6.71347E7;2100.0;3.806243E9;0.0;7992700.0;0.0
1905;Bezirk Kulm;2017-12-31;23125.0;1.267756E9;47700.0;6.107191E7;1848.0;4.545159E9;0.0;7179102.0;0.0
1905;Bezirk Kulm;2016-12-31;22763.0;1.2279122E9;46800.0;5.92815E7;1800.0;4.258603E9;0.0;6680100.0;0.0
1905;Bezirk Kulm;2015-12-31;22367.0;1.1907344E9;46700.0;5.70963E7;1800.0;3.850827E9;0.0;6364200.0;0.0
1905;Bezirk Kulm;2014-12-31;22237.0;1.1837453E9;46600.0;5.82364E7;1800.0;3.847558E9;0.0;6366300.0;0.0
1905;Bezirk Kulm;2013-12-31;21988.0;1.1606521E9;46600.0;5.8388E7;1900.0;3.759488E9;0.0;6947500.0;0.0
1905;Bezirk Kulm;2012-12-31;21666.0;1.1449031E9;46300.0;5.74828E7;1800.0;3.624312E9;0.0;6673100.0;0.0
1905;Bezirk Kulm;2011-12-31;21438.0;1.122825E9;46200.0;5.62378E7;1800.0;3.459342E9;0.0;6316800.0;0.0
1905;Bezirk Kulm;2010-12-31;21211.0;1.0891346E9;45400.0;5.37115E7;1800.0;3.4941E9;0.0;6417200.0;0.0
1905;Bezirk Kulm;2009-12-31;20946.0;1.0691869E9;45100.0;5.22847E7;1700.0;3.501486E9;0.0;6434300.0;0.0
1905;Bezirk Kulm;2008-12-31;20533.0;1.0447216E9;45200.0;5.25032E7;1700.0;3.248869E9;0.0;6882600.0;0.0
1905;Bezirk Kulm;2007-12-31;20118.0;1.0079177E9;44500.0;5.00058E7;1600.0;3.406867E9;0.0;7268000.0;0.0
1905;Bezirk Kulm;2006-12-31;20103.0;1.0075237E9;43500.0;4.88472E7;1600.0;3.380054E9;0.0;7203900.0;0.0
1905;Bezirk Kulm;2005-12-31;19799.0;9.671913E8;42600.0;4.59758E7;1500.0;3.180075E9;0.0;6735700.0;0.0
1905;Bezirk Kulm;2004-12-31;19499.0;9.548132E8;42400.0;4.54699E7;1500.0;3.016738E9;0.0;6346600.0;0.0
1905;Bezirk Kulm;2003-12-31;19106.0;9.398331E8;42800.0;4.46111E7;1500.0;2.979562E9;0.0;6259900.0;0.0
1905;Bezirk Kulm;2002-12-31;19099.0;9.396425E8;42700.0;4.47031E7;1500.0;2.986519E9;0.0;6300000.0;0.0
1905;Bezirk Kulm;2001-12-31;18550.0;9.009168E8;42400.0;4.54548E7;1600.0;2.839103E9;0.0;5941600.0;0.0
1906;Bezirk Laufenburg;2017-12-31;18008.0;1.1520142E9;54500.0;5.978591E7;2350.0;3.723887E9;0.0;5710337.0;0.0
1906;Bezirk Laufenburg;2016-12-31;17588.0;1.1043602E9;54000.0;5.67965E7;2300.0;3.371173E9;0.0;5071200.0;0.0
1906;Bezirk Laufenburg;2015-12-31;17333.0;1.0442685E9;52700.0;5.35476E7;2200.0;3.006634E9;0.0;4837300.0;0.0
1906;Bezirk Laufenburg;2014-12-31;17168.0;1.0213556E9;52000.0;5.35565E7;2200.0;2.916147E9;0.0;4672500.0;0.0
1906;Bezirk Laufenburg;2013-12-31;16964.0;1.0378346E9;52000.0;5.75873E7;2300.0;2.799525E9;0.0;5002500.0;0.0
1906;Bezirk Laufenburg;2012-12-31;16670.0;9.885294E8;51300.0;5.30883E7;2200.0;2.599981E9;0.0;4610000.0;0.0
1906;Bezirk Laufenburg;2011-12-31;16311.0;9.554919E8;51000.0;5.05344E7;2200.0;2.489168E9;0.0;4403100.0;0.0
1906;Bezirk Laufenburg;2010-12-31;15971.0;9.19587E8;50400.0;4.83521E7;2100.0;2.442276E9;0.0;4318800.0;0.0
1906;Bezirk Laufenburg;2009-12-31;15538.0;8.854815E8;50000.0;4.63753E7;2100.0;2.304528E9;0.0;4044100.0;0.0
1906;Bezirk Laufenburg;2008-12-31;15265.0;8.607348E8;49200.0;4.60583E7;2000.0;2.170267E9;0.0;4455200.0;0.0
1906;Bezirk Laufenburg;2007-12-31;14973.0;8.189464E8;48400.0;4.30767E7;2000.0;2.274716E9;0.0;4695600.0;0.0
1906;Bezirk Laufenburg;2006-12-31;14878.0;8.206405E8;47700.0;4.25565E7;1900.0;2.265068E9;0.0;4678000.0;0.0
1906;Bezirk Laufenburg;2005-12-31;14427.0;7.7642E8;47200.0;3.92089E7;1900.0;2.08344E9;0.0;4255200.0;0.0
1906;Bezirk Laufenburg;2004-12-31;14157.0;7.575415E8;47100.0;3.80658E7;1800.0;1.970402E9;0.0;4005100.0;0.0
1906;Bezirk Laufenburg;2003-12-31;13716.0;7.296087E8;46900.0;3.63558E7;1800.0;1.903566E9;0.0;3854300.0;0.0
1906;Bezirk Laufenburg;2002-12-31;13674.0;7.192594E8;46200.0;3.54648E7;1800.0;1.841009E9;0.0;3725500.0;0.0
1906;Bezirk Laufenburg;2001-12-31;13367.0;6.942834E8;45800.0;3.65311E7;1900.0;1.839242E9;0.0;3724000.0;0.0
1907;Bezirk Lenzburg;2017-12-31;35013.0;2.2526875E9;53700.0;1.18132453E8;2340.0;9.842847E9;0.0;1.4799873E7;0.0
1907;Bezirk Lenzburg;2016-12-31;34056.0;2.161311E9;53100.0;1.137053E8;2300.0;9.135218E9;0.0;1.37131E7;0.0
1907;Bezirk Lenzburg;2015-12-31;33019.0;2.0615279E9;52400.0;1.082968E8;2200.0;8.325411E9;0.0;1.31211E7;0.0
1907;Bezirk Lenzburg;2014-12-31;32410.0;2.0060986E9;52100.0;1.07494E8;2300.0;8.543208E9;0.0;1.32962E7;0.0
1907;Bezirk Lenzburg;2013-12-31;31620.0;1.9671124E9;52300.0;1.079863E8;2300.0;8.693464E9;0.0;1.49027E7;0.0
1907;Bezirk Lenzburg;2012-12-31;30995.0;1.918625E9;52100.0;1.051346E8;2300.0;7.902297E9;0.0;1.36727E7;0.0
1907;Bezirk Lenzburg;2011-12-31;30414.0;1.8822942E9;51800.0;1.032186E8;2300.0;7.392596E9;0.0;1.43914E7;0.0
1907;Bezirk Lenzburg;2010-12-31;29676.0;1.8081688E9;51100.0;9.87124E7;2200.0;5.97393E9;0.0;1.11988E7;0.0
1907;Bezirk Lenzburg;2009-12-31;29199.0;1.7611578E9;50900.0;9.52832E7;2200.0;6.810695E9;0.0;1.19663E7;0.0
1907;Bezirk Lenzburg;2008-12-31;28411.0;1.6927118E9;50500.0;9.46172E7;2200.0;6.030009E9;0.0;1.24514E7;0.0
1907;Bezirk Lenzburg;2007-12-31;27489.0;1.6034934E9;49600.0;8.86252E7;2100.0;6.876466E9;0.0;1.38228E7;0.0
1907;Bezirk Lenzburg;2006-12-31;27053.0;1.5567097E9;48600.0;8.33449E7;2000.0;6.841134E9;0.0;1.37502E7;0.0
1907;Bezirk Lenzburg;2005-12-31;26355.0;1.4904121E9;48300.0;7.86679E7;2000.0;6.277573E9;0.0;1.27836E7;0.0
1907;Bezirk Lenzburg;2004-12-31;25781.0;1.4424265E9;48000.0;7.53894E7;1900.0;5.753859E9;0.0;1.17131E7;0.0
1907;Bezirk Lenzburg;2003-12-31;24686.0;1.3771204E9;47600.0;7.14672E7;1900.0;5.413031E9;0.0;1.09735E7;0.0
1907;Bezirk Lenzburg;2002-12-31;25120.0;1.39958E9;47600.0;7.28547E7;1900.0;5.461114E9;0.0;1.10523E7;0.0
1907;Bezirk Lenzburg;2001-12-31;24397.0;1.3547754E9;47400.0;7.5142E7;2100.0;5.495891E9;0.0;1.11627E7;0.0
1908;Bezirk Muri;2017-12-31;19510.0;1.2505532E9;53600.0;6.3531575E7;2264.0;4.326139E9;0.0;6864322.0;0.0
1908;Bezirk Muri;2016-12-31;19125.0;1.2131683E9;52900.0;6.22228E7;2200.0;4.00167E9;0.0;6335800.0;0.0
1908;Bezirk Muri;2015-12-31;18765.0;1.1353645E9;51200.0;5.82578E7;2100.0;3.084924E9;0.0;5034500.0;0.0
1908;Bezirk Muri;2014-12-31;18476.0;1.1082159E9;51200.0;5.80455E7;2200.0;3.259017E9;0.0;5192400.0;0.0
1908;Bezirk Muri;2013-12-31;18115.0;1.0860711E9;51300.0;5.80466E7;2200.0;3.146587E9;0.0;5576300.0;0.0
1908;Bezirk Muri;2012-12-31;17814.0;1.0549569E9;50900.0;5.61409E7;2200.0;2.921302E9;0.0;5196100.0;0.0
1908;Bezirk Muri;2011-12-31;17457.0;1.0379697E9;50900.0;5.51929E7;2200.0;2.634543E9;0.0;4775900.0;0.0
1908;Bezirk Muri;2010-12-31;17056.0;9.977829E8;50000.0;5.26816E7;2100.0;2.592305E9;0.0;4707500.0;0.0
1908;Bezirk Muri;2009-12-31;16527.0;9.646761E8;49600.0;5.04038E7;2100.0;2.508529E9;0.0;4548900.0;0.0
1908;Bezirk Muri;2008-12-31;16133.0;9.123433E8;48900.0;4.89583E7;2000.0;2.255772E9;0.0;4717600.0;0.0
1908;Bezirk Muri;2007-12-31;15832.0;8.700986E8;47900.0;4.58763E7;1900.0;2.272566E9;0.0;4746400.0;0.0
1908;Bezirk Muri;2006-12-31;15608.0;8.642541E8;47100.0;4.52268E7;1800.0;2.252379E9;0.0;4707900.0;0.0
1908;Bezirk Muri;2005-12-31;15297.0;8.276386E8;46400.0;4.24357E7;1800.0;2.147607E9;0.0;4484600.0;0.0
1908;Bezirk Muri;2004-12-31;15022.0;8.034425E8;46200.0;4.08078E7;1800.0;1.980501E9;0.0;4108100.0;0.0
1908;Bezirk Muri;2003-12-31;14472.0;7.648353E8;46000.0;3.83839E7;1800.0;1.855536E9;0.0;3809500.0;0.0
1908;Bezirk Muri;2002-12-31;14636.0;7.680076E8;45700.0;3.84814E7;1700.0;1.809267E9;0.0;3711200.0;0.0
1908;Bezirk Muri;2001-12-31;14169.0;7.29053E8;45000.0;3.86447E7;1900.0;1.718427E9;0.0;3498100.0;0.0
1909;Bezirk Rheinfelden;2017-12-31;26804.0;1.8350158E9;56500.0;9.9306276E7;2472.0;7.002734E9;0.0;1.1336527E7;0.0
1909;Bezirk Rheinfelden;2016-12-31;26593.0;1.7913954E9;56100.0;9.62072E7;2400.0;6.596906E9;0.0;1.06477E7;0.0
1909;Bezirk Rheinfelden;2015-12-31;26216.0;1.6924291E9;54700.0;9.18964E7;2400.0;5.590374E9;0.0;8922400.0;0.0
1909;Bezirk Rheinfelden;2014-12-31;25984.0;1.6814883E9;54500.0;9.34247E7;2400.0;5.583231E9;0.0;9617600.0;0.0
1909;Bezirk Rheinfelden;2013-12-31;25483.0;1.6306641E9;54400.0;9.22947E7;2500.0;5.246523E9;0.0;9451300.0;0.0
1909;Bezirk Rheinfelden;2012-12-31;24951.0;1.5673447E9;54000.0;8.73016E7;2400.0;4.871833E9;0.0;8756600.0;0.0
1909;Bezirk Rheinfelden;2011-12-31;24441.0;1.5434839E9;53500.0;8.56285E7;2400.0;4.479608E9;0.0;8416600.0;0.0
1909;Bezirk Rheinfelden;2010-12-31;24093.0;1.486745E9;52800.0;8.193E7;2300.0;4.212752E9;0.0;7822300.0;0.0
1909;Bezirk Rheinfelden;2009-12-31;23618.0;1.4458231E9;52500.0;7.96819E7;2300.0;4.340963E9;0.0;8160100.0;0.0
1909;Bezirk Rheinfelden;2008-12-31;22986.0;1.3937313E9;51900.0;7.91666E7;2200.0;3.665085E9;0.0;7814500.0;0.0
1909;Bezirk Rheinfelden;2007-12-31;22291.0;1.3142123E9;50500.0;7.34384E7;2100.0;4.061949E9;0.0;8811500.0;0.0
1909;Bezirk Rheinfelden;2006-12-31;22224.0;1.3105598E9;49900.0;7.2198E7;2100.0;3.949068E9;0.0;8537900.0;0.0
1909;Bezirk Rheinfelden;2005-12-31;21552.0;1.2537982E9;49300.0;6.81692E7;2000.0;3.582566E9;0.0;7650400.0;0.0
1909;Bezirk Rheinfelden;2004-12-31;21313.0;1.2096127E9;49200.0;6.40823E7;2000.0;3.310098E9;0.0;7015700.0;0.0
1909;Bezirk Rheinfelden;2003-12-31;20645.0;1.1679412E9;49100.0;6.14327E7;2000.0;3.205517E9;0.0;6792800.0;0.0
1909;Bezirk Rheinfelden;2002-12-31;20540.0;1.1599001E9;49200.0;6.09334E7;2000.0;3.137823E9;0.0;6648400.0;0.0
1909;Bezirk Rheinfelden;2001-12-31;19897.0;1.1094961E9;48500.0;6.19134E7;2200.0;3.136101E9;0.0;6658800.0;0.0
1910;Bezirk Zofingen;2017-12-31;40038.0;2.3185963E9;50600.0;1.14746325E8;2088.0;7.103825E9;0.0;1.1166708E7;0.0
1910;Bezirk Zofingen;2016-12-31;39544.0;2.2617657E9;50200.0;1.119164E8;2000.0;6.828376E9;0.0;1.07221E7;0.0
1910;Bezirk Zofingen;2015-12-31;39071.0;2.1895207E9;49300.0;1.075574E8;2000.0;6.121117E9;0.0;1.01834E7;0.0
1910;Bezirk Zofingen;2014-12-31;38883.0;2.1549211E9;49000.0;1.089054E8;2000.0;5.874462E9;0.0;9685300.0;0.0
1910;Bezirk Zofingen;2013-12-31;38373.0;2.1171091E9;48800.0;1.089418E8;2100.0;5.861433E9;0.0;1.08007E7;0.0
1910;Bezirk Zofingen;2012-12-31;37860.0;2.0843386E9;48600.0;1.067395E8;2000.0;5.973368E9;0.0;1.11393E7;0.0
1910;Bezirk Zofingen;2011-12-31;37397.0;2.0478707E9;48200.0;1.046468E8;2000.0;5.633109E9;0.0;1.0456E7;0.0
1910;Bezirk Zofingen;2010-12-31;36789.0;1.9866691E9;47600.0;1.010594E8;2000.0;5.564035E9;0.0;1.03347E7;0.0
1910;Bezirk Zofingen;2009-12-31;36224.0;1.9406838E9;47500.0;9.81344E7;1900.0;5.311859E9;0.0;9794100.0;0.0
1910;Bezirk Zofingen;2008-12-31;35616.0;1.8875179E9;47200.0;9.77983E7;1900.0;4.939759E9;0.0;1.05188E7;0.0
1910;Bezirk Zofingen;2007-12-31;34681.0;1.8066479E9;46000.0;9.25106E7;1800.0;5.345849E9;0.0;1.15276E7;0.0
1910;Bezirk Zofingen;2006-12-31;34516.0;1.807624E9;45400.0;9.1439E7;1800.0;5.593943E9;0.0;1.21504E7;0.0
1910;Bezirk Zofingen;2005-12-31;33965.0;1.7442505E9;44500.0;8.66866E7;1700.0;5.297309E9;0.0;1.14292E7;0.0
1910;Bezirk Zofingen;2004-12-31;33468.0;1.6879355E9;44200.0;8.25114E7;1700.0;5.173524E9;0.0;1.1172E7;0.0
1910;Bezirk Zofingen;2003-12-31;32249.0;1.6357903E9;44200.0;8.02572E7;1700.0;5.554383E9;0.0;1.2211E7;0.0
1910;Bezirk Zofingen;2002-12-31;32283.0;1.6413131E9;44300.0;8.04413E7;1700.0;5.154624E9;0.0;1.11805E7;0.0
1910;Bezirk Zofingen;2001-12-31;31717.0;1.5911182E9;43800.0;8.2842E7;1800.0;5.051476E9;0.0;1.0916E7;0.0
1911;Bezirk Zurzach;2017-12-31;18443.0;1.0981964E9;51600.0;5.4669399E7;2096.0;3.915129E9;0.0;6110432.0;0.0
1911;Bezirk Zurzach;2016-12-31;18096.0;1.0593015E9;50700.0;5.26253E7;2000.0;3.592535E9;0.0;5584800.0;0.0
1911;Bezirk Zurzach;2015-12-31;17961.0;1.041273E9;50400.0;5.21963E7;2000.0;3.287027E9;0.0;5429700.0;0.0
1911;Bezirk Zurzach;2014-12-31;17826.0;1.0245122E9;50300.0;5.23506E7;2100.0;3.333055E9;0.0;5536200.0;0.0
1911;Bezirk Zurzach;2013-12-31;17684.0;1.0251027E9;49900.0;5.38378E7;2100.0;3.391389E9;0.0;6329200.0;0.0
