BFSNR;NAME;DATUM;FISKALERTRAG;REGALKONZESS;ENTGELTE;VERSCHERTRAEGE;FINANZERTRAG;ENTNAHMENFONDS;TRANSFERERTRAG;DURCHLBEITRAEGE;ERTRAGAUSSERORD;TOTAL
4039;Remetschwil;2019-12-31;7839927.6;0.0;1019030.31;0.0;132292.95;7365.86;518999.65;0.0;0.0;9517616.37
4039;Remetschwil;2018-12-31;7096905.5;0.0;1151514.22;25.0;218798.7;5486.97;439497.1;0.0;0.0;8912227.49
4039;Remetschwil;2017-12-31;7345094.15;2077.0;1340562.55;0.0;141369.5;15292.85;423740.75;0.0;0.0;9268136.8
4039;Remetschwil;2016-12-31;6657183.35;1886.0;1094472.15;0.0;295449.95;15989.45;350724.32;0.0;0.0;8415705.22
4039;Remetschwil;2015-12-31;6692367.4;0.0;1039631.4;0.0;120746.86;19711.35;301196.35;0.0;338700.0;8512353.36
4039;Remetschwil;2014-12-31;6535234.9;0.0;1118061.17;0.0;130441.94;19718.85;188836.0;0.0;306500.0;8298792.86
4040;Spreitenbach;2019-12-31;2.743572152E7;755542.56;1.096351854E7;0.0;1226180.9;6902.3;8298292.7;0.0;2654986.69;5.134114521E7
4040;Spreitenbach;2018-12-31;2.59310166E7;729045.15;2.624843186E7;0.0;1034242.0;41362.1;8993199.96;0.0;4305663.0;6.728296067E7
4040;Spreitenbach;2017-12-31;2.5897573E7;679307.88;1.072546598E7;0.0;1476803.0;26523.05;8128986.9;0.0;2875663.0;4.981032281E7
4040;Spreitenbach;2016-12-31;2.39792222E7;738972.75;1.007791748E7;0.0;2053788.23;22256.4;6237729.29;0.0;1327000.0;4.443688635E7
4040;Spreitenbach;2015-12-31;2.658248795E7;699367.59;2.500961716E7;0.0;1311062.44;138931.6;5780540.84;0.0;1699298.1;6.122130568E7
4040;Spreitenbach;2014-12-31;2.67478669E7;707119.93;2.416624996E7;0.0;1634384.54;0.0;7909101.38;0.0;818655.1;6.198337781E7
4041;Stetten (AG);2019-12-31;6101289.45;60439.8;1093370.84;0.0;67410.2;13410.98;860250.25;0.0;353516.0;8549687.52
4041;Stetten (AG);2018-12-31;5612002.35;57661.05;1253872.9;0.0;80426.95;24317.28;625882.5;0.0;397706.0;8051869.03
4041;Stetten (AG);2017-12-31;5808298.65;60995.55;1321565.01;0.0;78024.9;15888.35;741635.34;0.0;441896.0;8468303.8
4041;Stetten (AG);2016-12-31;5450087.85;60099.75;1390370.75;0.0;99355.45;21410.15;783773.3;0.0;441896.0;8246993.25
4041;Stetten (AG);2015-12-31;5141067.45;69701.45;1228557.9;0.0;106964.75;28744.5;622466.65;0.0;500217.0;7697719.7
4041;Stetten (AG);2014-12-31;4941850.25;24700.0;1158949.72;0.0;112207.27;30905.85;582599.7;0.0;568805.0;7420017.79
4042;Turgi;2019-12-31;8184781.3;46775.7;2028151.79;0.0;224726.96;0.0;3121755.2;0.0;151601.0;1.375779195E7
4042;Turgi;2018-12-31;7598148.5;49960.8;2086284.94;500.0;2256127.6;0.0;3220467.46;0.0;163224.0;1.53747133E7
4042;Turgi;2017-12-31;7454797.15;50629.55;2043914.95;0.0;342953.5;26411.55;2940460.0;0.0;0.0;1.28591667E7
4042;Turgi;2016-12-31;7353487.75;48552.1;1775369.68;3464.25;290906.6;78335.5;1743874.75;0.0;0.0;1.129399063E7
4042;Turgi;2015-12-31;7696162.75;60106.0;1926935.87;0.0;307837.97;0.0;2505010.2;0.0;0.0;1.249605279E7
4042;Turgi;2014-12-31;8289027.9;22700.0;2111057.74;0.0;314289.19;0.0;2434535.25;0.0;174847.1;1.334645718E7
4044;Untersiggenthal;2019-12-31;1.904016185E7;115836.85;4924591.36;0.0;251857.5;35023.04;2974623.7;0.0;154900.0;2.74969943E7
4044;Untersiggenthal;2018-12-31;2.002200925E7;116951.1;4531859.01;0.0;258591.3;21122.4;2892906.71;0.0;171500.15;2.801493992E7
4044;Untersiggenthal;2017-12-31;1.84137034E7;122854.3;4426575.73;0.0;530089.64;63744.2;3091050.12;0.0;171500.15;2.681951754E7
4044;Untersiggenthal;2016-12-31;1.754048375E7;121015.1;4535641.94;0.0;429914.12;51703.55;2622487.26;0.0;171500.15;2.547274587E7
4044;Untersiggenthal;2015-12-31;1.888007985E7;130436.65;5206845.68;0.0;416342.41;50597.4;3140417.34;0.0;437954.15;2.826267348E7
4044;Untersiggenthal;2014-12-31;1.925653485E7;106626.15;4604277.9;0.0;441675.83;55213.05;3457280.08;0.0;437954.15;2.835956201E7
4045;Wettingen;2019-12-31;5.96618471E7;854641.45;1.726525908E7;52917.85;3536033.31;0.0;1.702187564E7;0.0;1114000.04;9.950657447E7
4045;Wettingen;2018-12-31;6.108105225E7;890753.6;1.688067264E7;13647.8;2583181.27;0.0;1.737277049E7;0.0;1482119.53;1.0030419758E8
4045;Wettingen;2017-12-31;5.85623535E7;794038.45;1.813061009E7;36210.1;2748859.52;0.0;1.927881782E7;0.0;1392995.41;1.0094388489E8
4045;Wettingen;2016-12-31;5.63923071E7;835597.91;1.677303276E7;56920.85;4796700.84;16744.35;1.715826255E7;0.0;1518865.21;9.754843157E7
4045;Wettingen;2015-12-31;5.830959335E7;744635.7;1.780853747E7;114456.97;1261798.32;0.0;2.028202297E7;0.0;1392957.0;9.991400178E7
4045;Wettingen;2014-12-31;5.545231965E7;746687.44;3.55937565E7;448126.85;1082646.98;0.0;1.913291865E7;0.0;180.0;1.1245663607E8
4046;Wohlenschwil;2019-12-31;3966587.3;63982.2;2106849.47;0.45;70080.8;5551.08;1171628.65;0.0;0.0;7384679.95
4046;Wohlenschwil;2018-12-31;5510350.2;62915.85;2245478.25;12516.27;70789.0;4135.11;957266.1;0.0;0.0;8863450.78
4046;Wohlenschwil;2017-12-31;4030243.35;63056.7;2155096.32;83.3;61134.8;11148.09;1041459.45;0.0;0.0;7362222.01
4046;Wohlenschwil;2016-12-31;4575952.75;62789.3;2069291.01;0.0;67007.71;11553.5;1031151.5;0.0;0.0;7817745.77
4046;Wohlenschwil;2015-12-31;4200452.75;60611.65;2044248.78;0.0;60040.48;14242.85;839608.35;0.0;0.0;7219204.86
4046;Wohlenschwil;2014-12-31;4444922.75;65142.65;1906575.09;1.4;61586.42;49119.65;953993.55;0.0;70300.0;7551641.51
4047;Würenlingen;2019-12-31;1.17577848E7;380000.0;1.218697152E7;94096.55;1172387.2;89744.69;2979714.53;0.0;0.0;2.866069929E7
4047;Würenlingen;2018-12-31;1.16431619E7;380000.0;1.255503529E7;99439.75;350185.69;0.0;3022899.75;0.0;0.0;2.805072238E7
4047;Würenlingen;2017-12-31;1.17776926E7;381800.0;1.194001742E7;99150.95;216718.77;21772.8;2848553.0;0.0;0.0;2.728570554E7
4047;Würenlingen;2016-12-31;1.107500455E7;379998.95;1.221038632E7;112560.55;140558.6;31577.05;1965519.6;0.0;0.0;2.591560562E7
4047;Würenlingen;2015-12-31;1.138351645E7;331960.5;1.341451765E7;96931.25;382597.01;31115.5;1699169.8;0.0;2507831.0;2.984763916E7
4047;Würenlingen;2014-12-31;1.204012825E7;377338.0;1.350062684E7;120743.95;417471.41;33988.2;1726171.4;0.0;2608259.0;3.082472705E7
4048;Würenlos;2019-12-31;2.196037575E7;238450.8;1.142734735E7;429.95;1301534.85;44251.4;1009634.55;0.0;0.0;3.598202465E7
4048;Würenlos;2018-12-31;2.09487763E7;242268.6;1.155244086E7;1279.7;433384.95;42606.9;976199.4;0.0;0.0;3.419695671E7
4048;Würenlos;2017-12-31;2.076385E7;245470.95;1.069011818E7;2677.8;439300.2;67945.25;987757.9;0.0;0.0;3.319712028E7
4048;Würenlos;2016-12-31;2.0113758E7;233973.25;1.031097207E7;2945.45;338833.85;177861.15;816104.5;0.0;0.0;3.199444827E7
4048;Würenlos;2015-12-31;2.01303712E7;226982.55;1.049244785E7;0.0;369908.66;47390.3;925415.45;0.0;0.0;3.219251601E7
4048;Würenlos;2014-12-31;2.025191595E7;222767.25;1.021811125E7;0.0;383768.09;44373.0;724015.3;0.0;117212.9;3.196216374E7
4049;Ehrendingen;2019-12-31;1.453335435E7;89056.4;2771266.41;90.0;230363.3;-4714.48;1125022.88;0.0;550793.0;1.929523186E7
4049;Ehrendingen;2018-12-31;1.33254648E7;74063.8;2460456.78;108.0;1133768.1;9735.48;1211418.99;0.0;610793.0;1.882580895E7
4049;Ehrendingen;2017-12-31;1.33796767E7;70398.5;2473672.47;0.0;185259.93;5589.0;1368559.07;0.0;610793.0;1.809394867E7
4049;Ehrendingen;2016-12-31;1.247695525E7;70273.3;1968562.75;102.0;155836.13;5653.15;1103067.16;0.0;610793.0;1.639124274E7
4049;Ehrendingen;2015-12-31;1.233453775E7;66499.9;2145225.58;0.0;187984.22;5207.95;983405.8;0.0;784313.0;1.65071742E7
4049;Ehrendingen;2014-12-31;1.21336777E7;67739.0;2180611.02;700.0;186773.49;9746.3;1074185.85;0.0;645862.35;1.629929571E7
4061;Arni (AG);2019-12-31;5427179.2;530.0;842957.19;0.0;97681.21;5642.14;272977.39;0.0;388144.0;7035111.13
4061;Arni (AG);2018-12-31;5348916.7;940.0;719995.65;0.0;408174.59;3127.78;328800.1;0.0;406863.5;7216818.32
4061;Arni (AG);2017-12-31;5733578.25;0.0;767224.09;0.0;95666.35;14257.1;274119.65;0.0;406863.5;7291708.94
4061;Arni (AG);2016-12-31;5521253.75;0.0;765567.68;7928.1;100042.02;16020.35;272321.55;0.0;406863.5;7089996.95
4061;Arni (AG);2015-12-31;5463323.4;0.0;762982.52;0.0;74288.99;13893.3;186937.2;0.0;516643.6;7018069.01
4061;Arni (AG);2014-12-31;6470747.6;0.0;665222.57;0.0;100411.2;16323.2;158361.85;0.0;516643.6;7927710.02
4062;Berikon;2019-12-31;1.367684755E7;45600.5;4480076.69;442.0;292270.42;21691.02;2130914.84;0.0;741340.0;2.138918302E7
4062;Berikon;2018-12-31;1.28403864E7;49052.85;4528857.77;278.2;6599351.6;12846.43;2091980.49;0.0;770475.0;2.689322874E7
4062;Berikon;2017-12-31;1.313113395E7;49748.25;4264630.74;432.1;277781.0;35519.05;2165302.6;0.0;770475.0;2.069502269E7
4062;Berikon;2016-12-31;1.285415695E7;49668.5;4279019.49;771.5;253498.93;54530.75;1895162.56;0.0;770475.0;2.015728368E7
4062;Berikon;2015-12-31;1.224497775E7;49058.85;4730024.25;11850.0;332156.59;29026.5;2017229.6;0.0;1031950.0;2.044627354E7
4062;Berikon;2014-12-31;1.29103106E7;47844.65;4270046.2;13220.0;399431.06;27295.8;1816428.88;0.0;1046593.06;2.053117025E7
4063;Bremgarten (AG);2019-12-31;2.12943103E7;251268.15;7821614.74;112280.7;558583.66;36295.88;7271597.01;0.0;1205900.0;3.855185044E7
4063;Bremgarten (AG);2018-12-31;2.047813805E7;246026.15;7724955.19;81751.1;650491.3;25211.22;6932540.13;0.0;1474517.12;3.761363026E7
4063;Bremgarten (AG);2017-12-31;2.0676678E7;259959.6;7048056.92;90361.2;469579.22;61138.9;6650552.3;0.0;1313461.1;3.656978724E7
4063;Bremgarten (AG);2016-12-31;2.08432807E7;260669.3;6846852.14;87574.15;510980.41;68316.3;6791039.96;0.0;1301734.5;3.671044746E7
4063;Bremgarten (AG);2015-12-31;2.117272025E7;203098.8;7096889.57;40870.15;510902.81;59249.3;6304252.64;0.0;1899769.2;3.728775272E7
4063;Bremgarten (AG);2014-12-31;2.022211675E7;229156.6;6607608.5;46604.9;515087.74;69358.95;6384870.55;0.0;3877623.8;3.795242779E7
4064;Büttikon;2019-12-31;2414040.0;25600.0;1018426.6;0.0;29004.14;3000.0;306140.89;0.0;0.0;3796211.63
4064;Büttikon;2018-12-31;2357067.85;25600.0;969052.71;0.0;33935.58;0.0;291491.74;0.0;0.0;3677147.88
4064;Büttikon;2017-12-31;2519991.7;25600.0;1073491.85;0.0;34083.0;0.0;335417.24;0.0;0.0;3988583.79
4064;Büttikon;2016-12-31;2635374.35;25600.0;1023297.8;0.0;31861.63;4428.95;288762.69;0.0;0.0;4009325.42
4064;Büttikon;2015-12-31;2340979.45;25600.0;1010567.8;0.0;34397.11;0.0;284080.64;0.0;0.0;3695625.0
4064;Büttikon;2014-12-31;2300750.7;28755.6;970851.0;0.0;51538.0;0.0;175714.84;0.0;0.0;3527610.14
4065;Dottikon;2019-12-31;9218248.65;90104.55;2468762.19;0.0;932750.88;56175.23;5141276.62;0.0;0.0;1.790731812E7
4065;Dottikon;2018-12-31;7850456.8;89501.8;2568119.88;0.0;927209.9;34600.0;5594183.67;0.0;640043.95;1.7704116E7
4065;Dottikon;2017-12-31;8357257.0;96532.25;2360742.32;0.0;910636.8;37683.4;5085792.55;0.0;640043.95;1.748868827E7
4065;Dottikon;2016-12-31;7681239.05;87407.6;2378346.67;500.0;950425.2;27674.6;4973242.82;0.0;640043.95;1.673887989E7
4065;Dottikon;2015-12-31;7311793.75;107261.7;2080503.37;0.0;1021266.6;22086.15;3841511.61;0.0;932512.35;1.531693553E7
4065;Dottikon;2014-12-31;6778464.7;39700.0;1951317.26;0.0;1047459.31;5217.15;2804421.67;0.0;1536851.5;1.416343159E7
4066;Eggenwil;2019-12-31;2918935.55;39434.65;1134001.05;0.0;54424.36;3009.54;328263.0;0.0;92077.9;4570146.05
4066;Eggenwil;2018-12-31;2982557.1;38820.4;1183697.82;0.0;132712.35;1623.3;297040.2;0.0;93902.9;4730354.07
4066;Eggenwil;2017-12-31;2923238.45;41284.25;1146850.45;0.0;24593.7;7210.5;228142.34;0.0;0.0;4371319.69
4066;Eggenwil;2016-12-31;2491181.0;37395.05;1186562.81;0.0;27749.17;7998.85;352408.5;0.0;0.0;4103295.38
4066;Eggenwil;2015-12-31;2661661.8;36976.65;1162460.43;0.0;53145.09;6800.5;150105.75;0.0;0.0;4071150.22
4066;Eggenwil;2014-12-31;2693266.9;41673.55;1256456.94;0.0;78675.55;7989.9;144872.85;0.0;159221.0;4382156.69
4067;Fischbach-Göslikon;2019-12-31;4362996.7;30000.0;853223.96;0.0;20304.65;4978.71;311556.55;0.0;151189.8;5734250.37
4067;Fischbach-Göslikon;2018-12-31;4373988.65;30000.0;829757.23;0.0;22603.04;2731.16;361009.1;0.0;162183.8;5782272.98
4067;Fischbach-Göslikon;2017-12-31;4402645.95;30000.0;789848.7;0.0;36958.09;12515.95;290304.45;0.0;162184.0;5724457.14
4067;Fischbach-Göslikon;2016-12-31;4199389.8;30000.0;797839.25;0.0;32844.38;13512.25;260539.05;0.0;168921.0;5503045.73
4067;Fischbach-Göslikon;2015-12-31;3679184.55;30000.0;819850.7;0.0;58887.89;11788.85;277887.15;0.0;223378.0;5100977.14
4067;Fischbach-Göslikon;2014-12-31;3541328.1;30000.0;734390.85;0.0;68199.06;20127.0;342123.5;0.0;225000.0;4961168.51
4068;Hägglingen;2019-12-31;7026547.65;70406.2;3412902.32;0.0;109243.8;32441.52;1772701.72;0.0;585254.0;1.300949721E7
4068;Hägglingen;2018-12-31;7517373.4;67633.3;1791438.91;0.0;103767.66;8762.1;1792120.6;0.0;608490.85;1.188958682E7
4068;Hägglingen;2017-12-31;6724321.2;73280.15;1764017.12;0.0;115997.4;557.45;1616135.77;0.0;608490.85;1.090279994E7
4068;Hägglingen;2016-12-31;6419504.45;72898.95;1524602.77;0.0;145203.92;4434.25;1370813.06;0.0;608490.85;1.014594825E7
4068;Hägglingen;2015-12-31;5845681.85;80969.65;1764401.42;0.0;148111.22;6092.3;1440888.63;0.0;825780.9;1.011192597E7
4068;Hägglingen;2014-12-31;5986767.9;30700.0;1439326.87;0.0;198069.08;136.0;819583.05;0.0;825780.9;9300363.8
4071;Jonen;2019-12-31;6377400.5;0.0;1354876.82;0.0;234011.1;16221.13;881465.85;0.0;400000.0;9263975.4
4071;Jonen;2018-12-31;6063013.25;0.0;1381666.12;0.0;692551.56;3407.26;890712.26;0.0;500000.0;9531350.45
4071;Jonen;2017-12-31;6005445.1;0.0;1390119.17;0.0;268166.8;60506.65;571681.51;0.0;609091.35;8905010.58
4071;Jonen;2016-12-31;6069602.3;0.0;1298357.12;0.0;369008.06;16833.75;556543.0;0.0;609091.35;8919435.58
4071;Jonen;2015-12-31;5558327.95;0.0;1265212.92;0.0;346289.41;14750.65;534222.9;0.0;708193.35;8426997.18
4071;Jonen;2014-12-31;5987984.25;0.0;1138805.92;0.0;330660.95;49808.6;603416.95;0.0;710553.85;8821230.52
4072;Niederwil (AG);2019-12-31;6671202.05;116455.65;3943635.04;19546.0;330428.77;8573.27;1692296.5;0.0;297761.0;1.307989828E7
4072;Niederwil (AG);2018-12-31;6353938.15;154091.31;4507639.08;0.0;1100002.52;4771.16;1974285.86;0.0;311865.45;1.440659353E7
4072;Niederwil (AG);2017-12-31;6728875.25;118864.1;3555222.89;39111.75;298823.22;21221.8;1731061.71;0.0;311865.45;1.280504617E7
4072;Niederwil (AG);2016-12-31;6384236.8;115512.15;3520191.04;0.0;295357.85;22663.45;1769325.89;0.0;311865.45;1.241915263E7
4072;Niederwil (AG);2015-12-31;6259957.45;114972.45;3660949.2;0.0;295138.6;18940.05;1678362.15;0.0;533078.0;1.25613979E7
4072;Niederwil (AG);2014-12-31;6048318.15;114261.95;3702400.86;0.0;365521.3;22252.65;1767312.7;0.0;533078.0;1.255314561E7
4073;Oberlunkhofen;2019-12-31;6637170.85;0.0;1133257.35;0.0;91353.15;6064.32;747319.4;0.0;442800.0;9057965.07
4073;Oberlunkhofen;2018-12-31;6752315.3;0.0;1100166.8;0.0;393669.88;3311.87;769913.8;0.0;444796.9;9464174.55
4073;Oberlunkhofen;2017-12-31;6262664.95;0.0;1011500.85;0.0;86931.92;14769.2;763150.7;0.0;444796.9;8583814.52
4073;Oberlunkhofen;2016-12-31;5666440.95;0.0;1041355.9;0.0;77571.68;16517.45;777573.3;0.0;444796.9;8024256.18
4073;Oberlunkhofen;2015-12-31;5665570.7;0.0;1093338.35;8716.2;81617.56;14594.75;602027.14;0.0;665575.75;8131440.45
4073;Oberlunkhofen;2014-12-31;6166451.25;0.0;1087225.95;0.0;104548.04;17147.35;920813.25;0.0;665575.75;8961761.59
4074;Oberwil-Lieli;2019-12-31;9116251.3;88496.95;3115750.89;24524.65;263909.35;8147.41;2050132.15;0.0;660362.55;1.532757525E7
4074;Oberwil-Lieli;2018-12-31;9063912.5;88355.5;2981859.51;1875.0;265095.55;6384.45;2080982.75;0.0;787082.35;1.527554761E7
4074;Oberwil-Lieli;2017-12-31;9600238.8;89972.0;2920833.03;3065.0;504642.85;25025.5;1396072.5;0.0;620547.55;1.516039723E7
4074;Oberwil-Lieli;2016-12-31;9609337.95;87938.05;2993773.35;1542.0;118055.41;24092.9;1360774.95;0.0;620547.55;1.481606216E7
4074;Oberwil-Lieli;2015-12-31;9871866.4;83686.6;2953320.16;12252.95;141062.08;21282.6;1283632.9;0.0;620547.55;1.498765124E7
4074;Oberwil-Lieli;2014-12-31;8678831.15;83737.75;2632126.5;2138.0;174611.61;18970.4;1369573.5;0.0;979039.45;1.393902836E7
4075;Rudolfstetten-Friedlisberg;2019-12-31;1.14431008E7;102129.63;3276213.81;0.0;318997.74;15158.76;1183191.26;0.0;0.0;1.6338792E7
4075;Rudolfstetten-Friedlisberg;2018-12-31;1.107523305E7;116222.35;3400477.17;0.0;316320.27;12018.89;1178962.69;0.0;0.0;1.609923442E7
4075;Rudolfstetten-Friedlisberg;2017-12-31;1.151475735E7;104113.85;3382852.38;0.0;240250.45;48419.65;999742.86;0.0;0.0;1.629013654E7
4075;Rudolfstetten-Friedlisberg;2016-12-31;1.030323903E7;57658.9;2901398.06;0.0;243436.35;48121.35;930011.71;0.0;0.0;1.44838654E7
4075;Rudolfstetten-Friedlisberg;2015-12-31;1.04892079E7;48176.05;3034726.78;0.0;261722.7;43007.75;846753.96;0.0;1106000.0;1.582959514E7
4075;Rudolfstetten-Friedlisberg;2014-12-31;1.02290667E7;33777.5;2843533.19;0.0;257933.25;38232.45;747064.15;0.0;1366000.0;1.551560724E7
4076;Sarmenstorf;2019-12-31;6296691.3;58316.25;1700804.23;0.0;152405.95;13253.29;2101375.36;0.0;250554.5;1.057340088E7
4076;Sarmenstorf;2018-12-31;6326329.5;58540.6;1791101.67;0.0;337380.83;11077.62;1948678.03;0.0;334074.0;1.080718225E7
4076;Sarmenstorf;2017-12-31;6200906.4;61883.95;1431106.54;0.0;148122.15;20355.66;1705431.45;0.0;334074.0;9901880.15
4076;Sarmenstorf;2016-12-31;6411392.2;60391.65;1498685.93;0.0;182059.0;23704.7;1480418.3;0.0;334074.0;9990725.78
4076;Sarmenstorf;2015-12-31;6513078.0;68369.55;1525601.67;0.0;215463.1;19680.4;1179245.7;0.0;328413.5;9849851.92
4076;Sarmenstorf;2014-12-31;6505296.2;25850.0;1536428.29;0.0;173053.03;34231.45;1388505.6;954.3;557801.75;1.022212062E7
4077;Tägerig;2019-12-31;3476373.6;26872.05;782092.72;0.0;55828.54;7574.6;720940.45;0.0;199570.5;5269252.46
4077;Tägerig;2018-12-31;3296194.05;26145.15;811380.19;0.0;168438.05;2542.05;699481.91;0.0;210911.0;5215092.4
4077;Tägerig;2017-12-31;3447010.0;28395.45;937430.98;0.0;56750.35;11164.0;885554.9;0.0;210911.0;5577216.68
4077;Tägerig;2016-12-31;3151500.75;25895.25;761199.88;0.0;77845.93;12224.25;741428.0;0.0;210911.0;4981005.06
4077;Tägerig;2015-12-31;3166154.65;32126.4;760211.59;0.0;61830.61;10502.75;669024.95;0.0;210911.45;4910762.4
4077;Tägerig;2014-12-31;3248727.0;11700.0;767887.77;0.0;46236.78;12339.7;408823.1;0.0;283917.15;4779631.5
4078;Uezwil;2019-12-31;1055100.1;9582.65;231252.23;0.0;38098.11;0.0;309009.75;0.0;33040.05;1676082.89
4078;Uezwil;2018-12-31;1031503.2;9794.15;264438.15;0.0;33615.15;429.9;315955.64;0.0;34157.75;1689893.94
4078;Uezwil;2017-12-31;1147339.3;9629.95;327398.65;0.0;65325.15;2466.8;543915.7;0.0;34157.75;2130233.3
4078;Uezwil;2016-12-31;992014.05;9606.7;199532.69;0.0;36998.26;0.0;281072.3;0.0;34157.75;1553381.75
4078;Uezwil;2015-12-31;915102.45;8219.65;192866.56;0.0;53083.98;423.95;352408.25;0.0;34157.75;1556262.59
4078;Uezwil;2014-12-31;1138762.45;7600.0;198963.55;2728.3;63613.7;10645.15;223261.95;0.0;68911.85;1714486.95
4079;Unterlunkhofen;2019-12-31;3895737.6;51284.32;1685627.49;120648.0;84824.2;4308.37;551391.4;0.0;345279.0;6739100.38
4079;Unterlunkhofen;2018-12-31;3605247.0;53628.1;1852251.0;0.0;84516.0;2376.77;600091.41;0.0;373600.0;6571710.28
4079;Unterlunkhofen;2017-12-31;3729046.9;52496.4;1612277.33;402.75;89100.8;16812.85;437002.85;0.0;373600.0;6310739.88
4079;Unterlunkhofen;2016-12-31;3386079.85;61973.4;1945119.75;4094.95;89506.12;11279.8;426162.63;0.0;373600.0;6297816.5
4079;Unterlunkhofen;2015-12-31;3427461.0;47785.8;1715409.13;23467.05;94639.27;9275.15;349914.18;0.0;633700.0;6301651.58
4079;Unterlunkhofen;2014-12-31;3443220.05;47748.35;1682090.8;0.0;90773.62;30348.45;316141.45;0.0;633700.0;6244022.72
4080;Villmergen;2019-12-31;1.815069355E7;586420.7;1.640410361E7;523957.64;329097.71;101939.9;7072849.72;0.0;1212770.0;4.438183283E7
4080;Villmergen;2018-12-31;1.735721195E7;592853.18;1.666701949E7;533357.07;826323.32;66106.25;6625412.72;0.0;1275207.65;4.394349163E7
4080;Villmergen;2017-12-31;1.71942823E7;604728.14;1.666339788E7;1336766.82;547592.19;64377.25;7805321.49;0.0;1275207.65;4.549167372E7
4080;Villmergen;2016-12-31;1.77735211E7;596137.23;1.535145803E7;3005373.83;773846.8;128809.15;6796404.49;0.0;1275207.65;4.570075828E7
4080;Villmergen;2015-12-31;1.752198885E7;603100.9;1.661811411E7;883974.06;381539.27;180121.9;6237143.65;0.0;1870015.1;4.429599784E7
4080;Villmergen;2014-12-31;1.59338656E7;583291.45;1.426085107E7;2707852.62;450417.44;136437.35;5747030.06;0.0;1870015.1;4.168976069E7
4081;Widen;2019-12-31;1.2624312E7;113103.75;1499198.23;1.0;155978.43;12392.54;1515074.94;0.0;1521919.0;1.744197989E7
4081;Widen;2018-12-31;1.21016604E7;105233.35;1948577.77;0.0;159249.63;9860.28;1387627.17;0.0;1626186.9;1.73383955E7
4081;Widen;2017-12-31;1.24910514E7;111305.1;2242333.34;0.0;182824.45;39332.75;1325922.19;0.0;1755320.6;1.814808983E7
4081;Widen;2016-12-31;1.216930255E7;102303.65;1773459.11;0.0;257562.77;38987.65;1326255.69;0.0;1627392.4;1.729526382E7
4081;Widen;2015-12-31;1.20757995E7;3017.65;2292927.84;0.0;172597.32;18165.4;1195350.8;0.0;1627250.4;1.738510891E7
4081;Widen;2014-12-31;1.113500725E7;700.0;2308212.72;0.0;220955.74;30649.4;1056929.18;0.0;1848541.9;1.660099619E7
4082;Wohlen (AG);2019-12-31;4.160787305E7;186170.75;1.045659219E7;18050.7;2664373.94;244143.63;1.824177727E7;0.0;2168058.0;7.558703953E7
4082;Wohlen (AG);2018-12-31;3.96465552E7;185741.05;1.100734705E7;0.0;4003837.71;352476.75;1.9273E7;0.0;2350340.0;7.681929776E7
4082;Wohlen (AG);2017-12-31;3.968777645E7;185519.9;1.042757312E7;0.0;2698053.17;240336.75;1.667945899E7;0.0;2532622.0;7.245134038E7
4082;Wohlen (AG);2016-12-31;3.945878285E7;184819.0;1.024001736E7;16242.65;2717499.29;405887.35;1.759312338E7;0.0;2532622.0;7.314899388E7
4082;Wohlen (AG);2015-12-31;3.699123515E7;185291.5;1.032435472E7;49347.9;2651038.92;113749.8;1.629950213E7;0.0;3254720.65;6.986924077E7
4082;Wohlen (AG);2014-12-31;3.683156015E7;183077.0;9962690.31;9725.1;3097114.01;121430.05;1.57466786E7;0.0;3243372.4;6.919564762E7
4083;Zufikon;2019-12-31;1.182739115E7;89299.2;5668413.42;0.0;101676.45;48829.2;1057935.83;2029.85;0.0;1.87955751E7
4083;Zufikon;2018-12-31;1.21583149E7;88095.4;5874397.79;0.0;44929.81;42769.95;758876.64;3032.0;0.0;1.897041649E7
4083;Zufikon;2017-12-31;1.22849519E7;88577.59;5430759.64;0.0;57584.49;33676.25;732355.02;2285.0;2082.55;1.863227244E7
4083;Zufikon;2016-12-31;1.1998829E7;82788.09;5089572.01;0.0;61831.29;37463.65;831363.05;1802.0;13868.45;1.811751754E7
4083;Zufikon;2015-12-31;1.38755325E7;82649.39;5146761.31;0.0;92037.82;34620.7;862235.66;1915.8;0.0;2.009575318E7
4083;Zufikon;2014-12-31;1.102314385E7;81716.45;4808466.35;0.0;87813.26;77072.15;1062760.92;1108.85;1182424.7;1.832450653E7
4084;Islisberg;2019-12-31;2158054.85;0.0;181488.0;0.0;48034.4;1863.62;218402.3;0.0;86077.0;2693920.17
4084;Islisberg;2018-12-31;1891908.15;0.0;198920.53;0.0;87453.35;1047.61;248128.55;0.0;90372.9;2517831.09
4084;Islisberg;2017-12-31;1863716.85;0.0;194345.47;0.0;295724.85;4834.3;125685.95;0.0;90372.9;2574680.32
4084;Islisberg;2016-12-31;1916153.85;0.0;173551.85;2578.35;52063.45;5935.4;78753.05;0.0;90372.9;2319408.85
4084;Islisberg;2015-12-31;1992563.8;0.0;141885.05;0.0;57638.25;5188.2;82969.05;0.0;90372.9;2370617.25
4084;Islisberg;2014-12-31;1899583.15;0.0;169829.76;0.0;55048.45;5334.25;87517.7;0.0;109441.8;2326755.11
4091;Auenstein;2019-12-31;5579846.7;320816.9;616377.35;0.0;52688.75;8983.15;538208.91;0.0;0.0;7116921.76
