BFSNR;NAME;DATUM;STEUERN;REGALIEN_KONZ;VERMOEG_ERTR;ENTGELTE;ANTEILE_BEITR;RUECKERST_GDE;BEITR_EIGE_RECH;DLF_BEITR;ENTNAHMEN;INTERNE_VERRECH;TOTAL
19;Kanton Aargau;2013-12-31;1756856.3;24056.2;117474.7;632436.3;25472.1;195402.7;94656.4;1611.7;45165.8;45165.8;152585.7
19;Kanton Aargau;2012-12-31;1712282.6;24421.0;142443.2;648122.1;49882.0;199021.5;98905.1;156.8;56078.6;56078.6;152994.9
19;Kanton Aargau;2011-12-31;1669572.5;26019.3;141470.6;647880.8;49984.4;188961.8;98001.0;134.3;31468.1;31468.1;151385.0
19;Kanton Aargau;2010-12-31;1602765.5;26941.0;149467.2;639644.0;24781.0;182473.3;91351.6;262.7;39882.3;39882.3;148608.7
19;Kanton Aargau;2009-12-31;...;...;...;...;...;...;...;...;...;...;...
19;Kanton Aargau;2008-12-31;...;...;...;...;...;...;...;...;...;...;...
19;Kanton Aargau;2007-12-31;...;...;...;...;...;...;...;...;...;...;...
19;Kanton Aargau;2006-12-31;...;...;...;...;...;...;...;...;...;...;...
19;Kanton Aargau;2005-12-31;...;...;...;...;...;...;...;...;...;...;...
19;Kanton Aargau;2004-12-31;...;...;...;...;...;...;...;...;...;...;...
19;Kanton Aargau;2003-12-31;...;...;...;...;...;...;...;...;...;...;...
19;Kanton Aargau;2002-12-31;...;...;...;...;...;...;...;...;...;...;...
19;Kanton Aargau;2001-12-31;...;...;...;...;...;...;...;...;...;...;...
19;Kanton Aargau;2000-12-31;...;...;...;...;...;...;...;...;...;...;...
19;Kanton Aargau;1999-12-31;...;...;...;...;...;...;...;...;...;...;...
19;Kanton Aargau;1998-12-31;...;...;...;...;...;...;...;...;...;...;...
19;Kanton Aargau;1997-12-31;...;...;...;...;...;...;...;...;...;...;...
19;Kanton Aargau;1996-12-31;...;...;...;...;...;...;...;...;...;...;...
19;Kanton Aargau;1995-12-31;...;...;...;...;...;...;...;...;...;...;...
19;Kanton Aargau;1994-12-31;...;...;...;...;...;...;...;...;...;...;...
19;Kanton Aargau;1993-12-31;...;...;...;...;...;...;...;...;...;...;...
19;Kanton Aargau;1992-12-31;...;...;...;...;...;...;...;...;...;...;...
19;Kanton Aargau;1991-12-31;...;...;...;...;...;...;...;...;...;...;...
19;Kanton Aargau;1990-12-31;...;...;...;...;...;...;...;...;...;...;...
19;Kanton Aargau;1989-12-31;...;...;...;...;...;...;...;...;...;...;...
19;Kanton Aargau;1988-12-31;...;...;...;...;...;...;...;...;...;...;...
1901;Bezirk Aarau;2013-12-31;213177.9;4452.6;26253.3;85463.6;879.0;17103.1;11529.2;2.0;4042.7;4042.7;10889.4
1901;Bezirk Aarau;2012-12-31;213247.3;4387.7;24662.5;84157.2;1004.0;16401.8;12389.0;4.0;3418.4;3418.4;10993.5
1901;Bezirk Aarau;2011-12-31;206087.7;5513.3;20787.5;93166.9;712.0;16232.7;11572.3;6.6;2299.8;2299.8;10390.6
1901;Bezirk Aarau;2010-12-31;197456.2;4538.0;21037.6;90950.4;697.0;14067.5;11564.2;9.6;2371.8;2371.8;10100.8
1901;Bezirk Aarau;2009-12-31;191047.2;4609.7;32987.6;97194.4;1782.0;13143.9;10442.6;11.1;3029.5;3029.5;9936.5
1901;Bezirk Aarau;2008-12-31;199744.6;4584.4;20683.8;85056.1;1569.0;12471.2;14363.3;19.3;16828.3;16828.3;10449.7
1901;Bezirk Aarau;2007-12-31;193112.3;4433.2;18111.6;79982.7;696.4;12535.9;10058.7;30.4;2497.7;2497.7;12754.1
1901;Bezirk Aarau;2006-12-31;180642.4;4377.1;22425.4;77701.5;843.9;12534.8;9104.1;28.3;1802.9;1802.9;12237.7
1901;Bezirk Aarau;2005-12-31;176229.0;4234.5;21598.5;76268.1;852.9;12022.1;8887.1;27.2;2121.3;2121.3;21326.7
1901;Bezirk Aarau;2004-12-31;171501.8;4120.5;16382.4;73400.4;800.9;12320.6;10220.9;28.9;2020.2;2020.2;20929.1
1901;Bezirk Aarau;2003-12-31;163522.4;3852.9;20640.8;74670.4;980.6;11418.3;10038.0;11.4;1626.5;1626.5;21103.9
1901;Bezirk Aarau;2002-12-31;158054.4;3734.6;21431.6;69600.8;749.9;13534.4;6750.0;18.2;2484.0;2484.0;21428.8
1901;Bezirk Aarau;2001-12-31;150668.7;3853.4;22784.9;68755.1;720.2;12711.3;6990.3;14.5;1161.2;1161.2;21748.8
1901;Bezirk Aarau;2000-12-31;147825.7;3630.9;16557.0;65888.6;728.8;14085.7;6554.7;5.2;1051.5;1051.5;22718.6
1901;Bezirk Aarau;1999-12-31;142870.1;3682.8;16273.2;63627.6;505.8;13439.4;9339.5;45.5;2642.9;2642.9;22755.9
1901;Bezirk Aarau;1998-12-31;146948.1;3636.0;16289.8;63655.9;849.0;12419.1;7113.8;36.2;658.2;658.2;22247.8
1901;Bezirk Aarau;1997-12-31;144650.1;3693.7;15026.8;62590.4;709.4;11777.9;7984.2;62.6;1133.2;1133.2;22509.2
1901;Bezirk Aarau;1996-12-31;149025.1;3808.9;14930.8;56047.5;616.3;10931.3;7048.2;40.4;872.1;872.1;21447.7
1901;Bezirk Aarau;1995-12-31;143859.7;4005.3;15250.1;52675.8;514.0;10724.1;7446.4;96.7;1316.2;1316.2;20616.6
1901;Bezirk Aarau;1994-12-31;...;...;...;...;...;...;...;...;...;...;...
1901;Bezirk Aarau;1993-12-31;...;...;...;...;...;...;...;...;...;...;...
1901;Bezirk Aarau;1992-12-31;...;...;...;...;...;...;...;...;...;...;...
1901;Bezirk Aarau;1991-12-31;...;...;...;...;...;...;...;...;...;...;...
1901;Bezirk Aarau;1990-12-31;...;...;...;...;...;...;...;...;...;...;...
1901;Bezirk Aarau;1989-12-31;...;...;...;...;...;...;...;...;...;...;...
1901;Bezirk Aarau;1988-12-31;...;...;...;...;...;...;...;...;...;...;...
1902;Bezirk Baden;2013-12-31;419329.6;4346.2;30530.1;127321.5;32.0;39964.0;16704.6;0.0;11357.2;11357.2;45244.8
1902;Bezirk Baden;2012-12-31;405461.8;4314.8;35764.6;127149.5;1138.0;37864.2;15581.6;0.0;20140.6;20140.6;45298.9
1902;Bezirk Baden;2011-12-31;406009.9;4259.3;42574.1;127882.7;1950.0;35752.0;18811.0;0.0;6134.2;6134.2;43946.9
1902;Bezirk Baden;2010-12-31;388213.8;4483.3;41504.1;129216.2;43.0;33608.7;16596.4;0.0;7063.7;7063.7;42553.0
1902;Bezirk Baden;2009-12-31;380721.7;4666.0;34818.3;130277.4;1738.0;31000.5;17585.9;0.0;3888.1;3888.1;40745.6
1902;Bezirk Baden;2008-12-31;378524.3;4199.1;36895.8;124378.7;750.0;32216.1;18803.0;0.0;4599.2;4599.2;41077.2
1902;Bezirk Baden;2007-12-31;370447.5;3969.1;35213.8;121113.4;49.6;32977.8;16818.1;0.0;4308.0;4308.0;39929.5
1902;Bezirk Baden;2006-12-31;349005.5;3932.0;38446.9;118286.7;49.4;30544.5;21641.7;0.0;8383.2;8383.2;40051.1
1902;Bezirk Baden;2005-12-31;334041.6;3821.1;27815.4;115782.2;0.0;30284.9;16879.9;0.0;4284.2;4284.2;38171.3
1902;Bezirk Baden;2004-12-31;330170.5;3706.9;24306.2;118299.8;49.6;27920.8;14409.7;0.9;2447.6;2447.6;35117.4
1902;Bezirk Baden;2003-12-31;318720.3;3648.2;26276.1;115412.1;371.1;26494.0;13362.7;0.0;2388.1;2388.1;33996.8
1902;Bezirk Baden;2002-12-31;305272.9;3784.9;26388.5;110478.3;32.2;29889.9;10233.0;0.1;2014.2;2014.2;33127.6
1902;Bezirk Baden;2001-12-31;294562.2;3844.9;29410.0;104159.2;177.7;26177.8;10313.2;14.9;1811.5;1811.5;32298.2
1902;Bezirk Baden;2000-12-31;282648.7;3762.6;25992.0;101828.8;22.1;29098.9;8360.2;0.4;1655.3;1655.3;28960.0
1902;Bezirk Baden;1999-12-31;268606.1;5125.2;20362.0;97984.3;672.0;29136.6;8158.5;22.9;2109.5;2109.5;30065.8
1902;Bezirk Baden;1998-12-31;...;...;...;...;...;...;...;...;...;...;...
1902;Bezirk Baden;1997-12-31;...;...;...;...;...;...;...;...;...;...;...
1902;Bezirk Baden;1996-12-31;...;...;...;...;...;...;...;...;...;...;...
1902;Bezirk Baden;1995-12-31;...;...;...;...;...;...;...;...;...;...;...
1902;Bezirk Baden;1994-12-31;...;...;...;...;...;...;...;...;...;...;...
1902;Bezirk Baden;1993-12-31;...;...;...;...;...;...;...;...;...;...;...
1902;Bezirk Baden;1992-12-31;...;...;...;...;...;...;...;...;...;...;...
1902;Bezirk Baden;1991-12-31;...;...;...;...;...;...;...;...;...;...;...
1902;Bezirk Baden;1990-12-31;...;...;...;...;...;...;...;...;...;...;...
1902;Bezirk Baden;1989-12-31;...;...;...;...;...;...;...;...;...;...;...
1902;Bezirk Baden;1988-12-31;...;...;...;...;...;...;...;...;...;...;...
1903;Bezirk Bremgarten;2013-12-31;189128.7;1710.4;11961.5;71154.5;59.0;22332.4;10469.8;1539.4;4391.0;4391.0;18745.7
1903;Bezirk Bremgarten;2012-12-31;181470.5;1628.3;16241.2;72121.1;796.0;22152.6;11520.3;54.1;2420.6;2420.6;18294.6
1903;Bezirk Bremgarten;2011-12-31;174151.5;1746.1;14467.8;68008.2;1149.0;21416.0;10102.8;40.8;2414.1;2414.1;17103.3
1903;Bezirk Bremgarten;2010-12-31;165595.7;1830.3;11568.8;65164.1;208.0;20021.8;9754.4;151.3;2627.1;2627.1;17145.3
1903;Bezirk Bremgarten;2009-12-31;169615.5;1963.6;14133.4;63945.9;1147.0;19392.8;9487.5;203.6;3805.9;3805.9;16038.6
1903;Bezirk Bremgarten;2008-12-31;171321.2;1823.2;13676.5;62457.4;1170.0;18408.0;10765.7;31.7;2060.6;2060.6;15833.3
1903;Bezirk Bremgarten;2007-12-31;168435.9;1733.0;10887.8;59271.0;519.6;18677.4;8508.0;60.8;1483.9;1483.9;17606.6
1903;Bezirk Bremgarten;2006-12-31;157348.0;2101.2;9646.3;58815.4;766.5;17771.6;9973.4;81.0;2051.1;2051.1;17528.0
1903;Bezirk Bremgarten;2005-12-31;150836.5;1990.0;10110.6;58414.2;336.3;16930.4;8995.4;212.2;1937.3;1937.3;18312.2
1903;Bezirk Bremgarten;2004-12-31;152393.0;1931.7;9601.5;58618.0;745.8;17101.2;6726.4;137.6;1413.1;1413.1;17866.9
1903;Bezirk Bremgarten;2003-12-31;150290.7;1871.4;11236.4;57578.7;1088.3;15864.3;6504.6;51.4;1360.2;1360.2;16466.2
1903;Bezirk Bremgarten;2002-12-31;139176.7;1998.4;10606.4;55997.1;664.2;16357.9;5883.7;108.7;4514.0;4514.0;14947.6
1903;Bezirk Bremgarten;2001-12-31;141959.4;1958.0;11974.3;56082.5;1114.3;15662.5;5428.2;216.2;1614.5;1614.5;15110.7
1903;Bezirk Bremgarten;2000-12-31;134109.7;2050.5;9554.8;54030.9;1327.4;18119.0;5372.7;75.4;1897.7;1897.7;14530.1
1903;Bezirk Bremgarten;1999-12-31;126573.3;2023.2;8769.3;51332.4;1665.2;17248.2;5107.7;86.9;1501.1;1501.1;14665.3
1903;Bezirk Bremgarten;1998-12-31;127953.7;2040.2;7304.2;51190.9;2154.4;15950.4;5008.6;103.5;1839.5;1839.5;14458.4
1903;Bezirk Bremgarten;1997-12-31;121847.1;1982.3;7682.6;51045.5;2858.5;16180.1;6799.9;183.7;2204.8;2204.8;14138.7
1903;Bezirk Bremgarten;1996-12-31;124385.2;1959.4;8068.6;48223.1;2792.7;15025.8;7146.4;304.8;3774.2;3774.2;13824.1
1903;Bezirk Bremgarten;1995-12-31;120447.9;1981.7;9089.5;46497.3;2437.9;14169.8;8772.2;165.6;4352.5;4352.5;13228.6
1903;Bezirk Bremgarten;1994-12-31;...;...;...;...;...;...;...;...;...;...;...
1903;Bezirk Bremgarten;1993-12-31;...;...;...;...;...;...;...;...;...;...;...
1903;Bezirk Bremgarten;1992-12-31;...;...;...;...;...;...;...;...;...;...;...
1903;Bezirk Bremgarten;1991-12-31;...;...;...;...;...;...;...;...;...;...;...
1903;Bezirk Bremgarten;1990-12-31;...;...;...;...;...;...;...;...;...;...;...
1903;Bezirk Bremgarten;1989-12-31;...;...;...;...;...;...;...;...;...;...;...
1903;Bezirk Bremgarten;1988-12-31;...;...;...;...;...;...;...;...;...;...;...
1904;Bezirk Brugg;2013-12-31;127602.2;2374.2;6216.4;44552.7;2070.3;10894.7;14754.6;65.9;2311.4;2311.4;9744.2
1904;Bezirk Brugg;2012-12-31;123829.7;2576.1;11122.3;46868.6;5026.0;13595.8;13494.0;94.2;9465.3;9465.3;10109.9
1904;Bezirk Brugg;2011-12-31;123710.9;2412.4;10295.8;48131.7;3854.0;12836.7;13443.0;78.0;1696.1;1696.1;10128.9
1904;Bezirk Brugg;2010-12-31;118242.7;2736.6;14389.1;46554.0;1853.0;13735.7;13267.1;86.7;1850.2;1850.2;10012.1
1904;Bezirk Brugg;2009-12-31;...;...;...;...;...;...;...;...;...;...;...
1904;Bezirk Brugg;2008-12-31;...;...;...;...;...;...;...;...;...;...;...
1904;Bezirk Brugg;2007-12-31;...;...;...;...;...;...;...;...;...;...;...
1904;Bezirk Brugg;2006-12-31;...;...;...;...;...;...;...;...;...;...;...
1904;Bezirk Brugg;2005-12-31;...;...;...;...;...;...;...;...;...;...;...
1904;Bezirk Brugg;2004-12-31;...;...;...;...;...;...;...;...;...;...;...
1904;Bezirk Brugg;2003-12-31;...;...;...;...;...;...;...;...;...;...;...
1904;Bezirk Brugg;2002-12-31;...;...;...;...;...;...;...;...;...;...;...
1904;Bezirk Brugg;2001-12-31;...;...;...;...;...;...;...;...;...;...;...
1904;Bezirk Brugg;2000-12-31;...;...;...;...;...;...;...;...;...;...;...
1904;Bezirk Brugg;1999-12-31;...;...;...;...;...;...;...;...;...;...;...
1904;Bezirk Brugg;1998-12-31;...;...;...;...;...;...;...;...;...;...;...
1904;Bezirk Brugg;1997-12-31;...;...;...;...;...;...;...;...;...;...;...
1904;Bezirk Brugg;1996-12-31;...;...;...;...;...;...;...;...;...;...;...
1904;Bezirk Brugg;1995-12-31;...;...;...;...;...;...;...;...;...;...;...
1904;Bezirk Brugg;1994-12-31;...;...;...;...;...;...;...;...;...;...;...
1904;Bezirk Brugg;1993-12-31;...;...;...;...;...;...;...;...;...;...;...
1904;Bezirk Brugg;1992-12-31;...;...;...;...;...;...;...;...;...;...;...
1904;Bezirk Brugg;1991-12-31;...;...;...;...;...;...;...;...;...;...;...
1904;Bezirk Brugg;1990-12-31;...;...;...;...;...;...;...;...;...;...;...
1904;Bezirk Brugg;1989-12-31;...;...;...;...;...;...;...;...;...;...;...
1904;Bezirk Brugg;1988-12-31;...;...;...;...;...;...;...;...;...;...;...
1905;Bezirk Kulm;2013-12-31;88893.4;1537.1;4103.8;41048.1;6763.8;16144.1;2767.1;0.0;4297.8;4297.8;6933.8
1905;Bezirk Kulm;2012-12-31;85922.4;1647.9;4812.7;42749.5;11525.0;17025.0;2765.8;0.0;2283.3;2283.3;6844.8
1905;Bezirk Kulm;2011-12-31;85429.2;1735.1;8223.5;44046.0;8913.0;16053.4;3730.7;0.0;2377.1;2377.1;6766.4
1905;Bezirk Kulm;2010-12-31;81170.1;1603.1;4381.7;43784.6;2225.0;15943.5;2420.9;0.0;5444.5;5444.5;6505.1
1905;Bezirk Kulm;2009-12-31;82429.4;1757.2;4790.8;43452.1;9482.0;15348.3;2660.7;12.0;1099.8;1099.8;6477.8
1905;Bezirk Kulm;2008-12-31;86507.3;1823.3;5066.2;42037.5;10849.0;15101.2;3354.8;0.0;1214.7;1214.7;6115.3
1905;Bezirk Kulm;2007-12-31;82090.5;1777.0;5977.4;37776.5;7365.2;15066.9;2156.2;0.0;1458.7;1458.7;6026.2
1905;Bezirk Kulm;2006-12-31;77009.5;1691.0;5397.0;37605.7;5083.9;15183.2;3512.1;0.0;1267.7;1267.7;6083.0
1905;Bezirk Kulm;2005-12-31;74992.4;1624.5;4342.8;37054.3;4163.1;13366.7;3074.2;0.0;1477.2;1477.2;7175.7
1905;Bezirk Kulm;2004-12-31;73765.7;1750.2;3832.8;36039.2;4748.2;12264.3;2599.8;0.0;842.4;842.4;7158.4
1905;Bezirk Kulm;2003-12-31;71482.5;1743.6;4023.3;35237.7;2924.2;10954.8;2262.9;0.0;1033.0;1033.0;6916.2
1905;Bezirk Kulm;2002-12-31;69885.4;1650.8;3798.5;34190.0;2896.2;11677.6;3267.2;0.0;2422.7;2422.7;7336.4
1905;Bezirk Kulm;2001-12-31;66765.8;1640.0;3927.6;34747.4;3488.7;10918.2;2394.4;0.0;2026.1;2026.1;6737.4
1905;Bezirk Kulm;2000-12-31;69050.3;1560.2;4530.1;35224.6;3535.3;11105.3;2176.7;4.2;1073.2;1073.2;6791.3
1905;Bezirk Kulm;1999-12-31;68039.3;1578.7;3993.5;54576.0;3870.3;10977.5;2147.7;0.0;918.3;918.3;6824.5
1905;Bezirk Kulm;1998-12-31;69644.8;1648.6;3547.2;55387.9;3882.9;10814.2;2340.0;20.9;1192.7;1192.7;6482.3
1905;Bezirk Kulm;1997-12-31;66873.5;1596.5;4678.3;53304.5;4766.6;10513.2;2616.5;34.0;807.2;807.2;6439.6
1905;Bezirk Kulm;1996-12-31;67640.1;1546.6;4318.3;45486.2;4617.0;10513.5;2391.5;23.9;1492.7;1492.7;6152.3
1905;Bezirk Kulm;1995-12-31;63792.2;1344.0;3995.6;43351.5;4449.7;10165.1;2442.0;26.0;3794.6;3794.6;5830.0
1905;Bezirk Kulm;1994-12-31;63703.7;1348.5;3916.6;42594.3;3945.3;9839.4;2514.6;21.0;4582.6;4582.6;5518.2
1905;Bezirk Kulm;1993-12-31;...;...;...;...;...;...;...;...;...;...;...
1905;Bezirk Kulm;1992-12-31;...;...;...;...;...;...;...;...;...;...;...
1905;Bezirk Kulm;1991-12-31;...;...;...;...;...;...;...;...;...;...;...
1905;Bezirk Kulm;1990-12-31;...;...;...;...;...;...;...;...;...;...;...
1905;Bezirk Kulm;1989-12-31;...;...;...;...;...;...;...;...;...;...;...
1905;Bezirk Kulm;1988-12-31;...;...;...;...;...;...;...;...;...;...;...
1906;Bezirk Laufenburg;2013-12-31;81328.4;983.6;3420.2;30985.8;3920.1;13961.8;5914.1;0.0;2177.0;2177.0;5082.4
1906;Bezirk Laufenburg;2012-12-31;81430.8;1022.3;3930.9;31597.5;8060.0;15391.1;7665.2;0.0;3031.9;3031.9;5005.9
1906;Bezirk Laufenburg;2011-12-31;74311.4;978.3;4068.7;30621.7;9873.4;13765.4;7516.1;0.7;1342.3;1342.3;6055.5
1906;Bezirk Laufenburg;2010-12-31;75017.7;1197.2;3738.8;33269.7;6893.0;14351.5;6684.6;0.0;3381.9;3381.9;5898.6
1906;Bezirk Laufenburg;2009-12-31;71548.3;1097.9;5175.7;31483.3;7586.0;16340.3;5833.5;7.0;6015.7;6015.7;4900.7
1906;Bezirk Laufenburg;2008-12-31;81527.1;1108.6;3805.9;29274.2;7793.0;15488.4;7165.0;0.0;2503.2;2503.2;4901.7
1906;Bezirk Laufenburg;2007-12-31;73479.1;1120.9;3381.8;27838.6;6723.6;14320.7;6026.9;11.7;2278.1;2278.1;6495.4
1906;Bezirk Laufenburg;2006-12-31;68777.5;1080.8;3133.8;26929.9;5901.5;12937.7;6421.2;8.9;2403.0;2403.0;6489.4
1906;Bezirk Laufenburg;2005-12-31;65919.6;1086.0;2655.2;26175.7;5506.7;11151.1;3426.4;2.6;2061.2;2061.2;6577.1
1906;Bezirk Laufenburg;2004-12-31;63657.6;1132.1;3717.3;27399.0;7089.8;11603.5;3488.9;14.4;1072.5;1072.5;6399.6
1906;Bezirk Laufenburg;2003-12-31;61647.7;1081.4;2903.6;25753.0;5546.7;11635.0;3295.2;49.2;2615.7;2615.7;6094.8
1906;Bezirk Laufenburg;2002-12-31;...;...;...;...;...;...;...;...;...;...;...
1906;Bezirk Laufenburg;2001-12-31;...;...;...;...;...;...;...;...;...;...;...
1906;Bezirk Laufenburg;2000-12-31;...;...;...;...;...;...;...;...;...;...;...
1906;Bezirk Laufenburg;1999-12-31;...;...;...;...;...;...;...;...;...;...;...
1906;Bezirk Laufenburg;1998-12-31;...;...;...;...;...;...;...;...;...;...;...
1906;Bezirk Laufenburg;1997-12-31;...;...;...;...;...;...;...;...;...;...;...
1906;Bezirk Laufenburg;1996-12-31;...;...;...;...;...;...;...;...;...;...;...
1906;Bezirk Laufenburg;1995-12-31;...;...;...;...;...;...;...;...;...;...;...
1906;Bezirk Laufenburg;1994-12-31;...;...;...;...;...;...;...;...;...;...;...
1906;Bezirk Laufenburg;1993-12-31;...;...;...;...;...;...;...;...;...;...;...
1906;Bezirk Laufenburg;1992-12-31;...;...;...;...;...;...;...;...;...;...;...
1906;Bezirk Laufenburg;1991-12-31;...;...;...;...;...;...;...;...;...;...;...
1906;Bezirk Laufenburg;1990-12-31;...;...;...;...;...;...;...;...;...;...;...
1906;Bezirk Laufenburg;1989-12-31;...;...;...;...;...;...;...;...;...;...;...
1906;Bezirk Laufenburg;1988-12-31;...;...;...;...;...;...;...;...;...;...;...
1907;Bezirk Lenzburg;2013-12-31;155296.8;1623.4;5717.9;63656.1;1404.0;18586.6;7527.1;0.0;5122.6;5122.6;11550.4
1907;Bezirk Lenzburg;2012-12-31;152530.1;2581.0;13116.2;67352.6;1914.0;20288.9;7727.9;0.0;4765.5;4765.5;13359.4
1907;Bezirk Lenzburg;2011-12-31;147511.4;2779.8;11955.3;65210.7;2501.0;19863.0;7068.6;0.0;2757.2;2757.2;13260.8
1907;Bezirk Lenzburg;2010-12-31;144644.4;2968.9;12184.7;62901.5;560.0;18804.0;6872.2;9.2;1484.6;1484.6;13207.5
1907;Bezirk Lenzburg;2009-12-31;140037.2;3015.0;8839.1;61664.1;1660.0;18583.2;8114.5;0.0;2564.7;2564.7;12946.2
1907;Bezirk Lenzburg;2008-12-31;137853.5;3351.5;12174.4;56313.8;1934.0;17848.6;6989.5;0.0;1638.2;1638.2;12226.6
1907;Bezirk Lenzburg;2007-12-31;130781.6;2948.0;13279.3;54231.8;1476.1;17715.2;6586.4;0.0;1475.2;1475.2;13801.0
1907;Bezirk Lenzburg;2006-12-31;123425.6;2851.3;8367.9;52864.5;504.1;15508.8;6599.1;3.3;1816.6;1816.6;12753.3
1907;Bezirk Lenzburg;2005-12-31;119909.3;2933.4;9087.4;52407.1;937.5;14522.4;4634.0;0.0;1021.7;1021.7;12734.4
1907;Bezirk Lenzburg;2004-12-31;117820.2;2258.7;11491.4;51841.0;2072.5;14283.4;4631.9;0.0;750.6;750.6;12467.3
1907;Bezirk Lenzburg;2003-12-31;117403.9;2384.9;7835.5;50845.4;1344.4;13706.2;4203.9;0.0;1517.1;1517.1;11820.3
1907;Bezirk Lenzburg;2002-12-31;107828.9;3177.4;7647.7;49868.4;955.3;14025.5;3446.1;0.0;1852.8;1852.8;12166.5
1907;Bezirk Lenzburg;2001-12-31;105119.9;4075.5;7402.8;55334.0;913.9;13251.3;3370.0;0.0;1301.5;1301.5;12272.8
1907;Bezirk Lenzburg;2000-12-31;104507.1;3942.2;7252.0;52014.0;680.4;12847.7;3287.1;0.0;1822.4;1822.4;11794.8
1907;Bezirk Lenzburg;1999-12-31;100973.6;2929.5;7774.6;51972.3;169.5;13351.6;3798.2;13.1;1648.3;1648.3;11228.3
1907;Bezirk Lenzburg;1998-12-31;97283.7;2495.9;6847.6;49530.2;1259.0;11956.3;3739.6;21.9;2055.8;2055.8;11143.6
1907;Bezirk Lenzburg;1997-12-31;...;...;...;...;...;...;...;...;...;...;...
1907;Bezirk Lenzburg;1996-12-31;97796.2;2346.0;8006.1;47762.9;2649.0;10375.9;4014.7;53.3;2385.4;2385.4;10751.7
1907;Bezirk Lenzburg;1995-12-31;...;...;...;...;...;...;...;...;...;...;...
1907;Bezirk Lenzburg;1994-12-31;...;...;...;...;...;...;...;...;...;...;...
1907;Bezirk Lenzburg;1993-12-31;...;...;...;...;...;...;...;...;...;...;...
1907;Bezirk Lenzburg;1992-12-31;...;...;...;...;...;...;...;...;...;...;...
1907;Bezirk Lenzburg;1991-12-31;...;...;...;...;...;...;...;...;...;...;...
1907;Bezirk Lenzburg;1990-12-31;...;...;...;...;...;...;...;...;...;...;...
1907;Bezirk Lenzburg;1989-12-31;...;...;...;...;...;...;...;...;...;...;...
1907;Bezirk Lenzburg;1988-12-31;...;...;...;...;...;...;...;...;...;...;...
1908;Bezirk Muri;2013-12-31;82690.1;586.7;4717.0;20642.6;1150.0;8936.9;2852.8;4.4;1902.2;1902.2;5739.0
1908;Bezirk Muri;2012-12-31;79238.1;598.7;5610.5;19178.0;4848.0;8538.2;3226.5;4.3;1871.5;1871.5;5605.9
1908;Bezirk Muri;2011-12-31;78146.9;584.4;5560.5;19084.2;6254.0;8745.9;3592.1;8.3;842.6;842.6;5407.6
1908;Bezirk Muri;2010-12-31;73791.8;725.1;9833.6;19187.8;3735.0;8658.4;2874.6;5.9;893.1;893.1;5345.8
1908;Bezirk Muri;2009-12-31;70878.0;620.2;3864.4;19162.1;5533.2;7898.9;3217.6;24.5;883.3;883.3;5091.6
1908;Bezirk Muri;2008-12-31;72712.1;669.1;4760.9;17969.3;4501.0;8160.7;3795.8;35.6;1241.0;1241.0;5076.4
1908;Bezirk Muri;2007-12-31;72547.5;627.4;4685.5;17169.2;3432.9;7829.8;3542.7;2.9;888.9;888.9;5057.8
1908;Bezirk Muri;2006-12-31;67157.4;619.7;3996.7;16554.0;2927.2;7740.8;4132.4;2.9;600.4;600.4;5184.8
1908;Bezirk Muri;2005-12-31;64573.4;611.3;5495.7;16066.0;2617.9;7765.7;2206.1;15.1;370.9;370.9;6002.8
1908;Bezirk Muri;2004-12-31;62330.4;617.0;4173.3;16533.7;5421.5;7400.5;2541.2;46.1;459.1;459.1;5651.1
1908;Bezirk Muri;2003-12-31;60920.8;650.9;4395.9;20652.6;5848.6;7028.5;2325.9;17.8;492.4;492.4;5450.1
1908;Bezirk Muri;2002-12-31;55012.4;649.0;4374.3;19571.1;3640.5;6775.3;1811.4;5.7;2606.6;2606.6;5488.4
1908;Bezirk Muri;2001-12-31;52650.4;652.5;5477.3;18621.3;4693.2;6388.7;2122.5;54.6;992.8;992.8;5380.4
1908;Bezirk Muri;2000-12-31;53555.5;647.5;4233.4;18903.1;4237.6;6823.9;1901.0;13.0;850.3;850.3;5190.3
1908;Bezirk Muri;1999-12-31;50806.0;638.4;3918.8;18421.9;4838.9;7405.7;1837.2;21.9;967.8;967.8;5125.6
1908;Bezirk Muri;1998-12-31;49957.6;680.7;4759.8;17771.0;5507.5;6553.6;1790.5;44.2;718.0;718.0;4947.8
1908;Bezirk Muri;1997-12-31;48292.0;688.6;3871.7;16853.8;7744.2;6236.4;1985.7;105.1;285.1;285.1;5160.7
1908;Bezirk Muri;1996-12-31;49732.8;655.3;3553.7;16248.6;7603.2;5949.8;1741.8;38.8;568.2;568.2;4879.4
1908;Bezirk Muri;1995-12-31;...;...;...;...;...;...;...;...;...;...;...
1908;Bezirk Muri;1994-12-31;...;...;...;...;...;...;...;...;...;...;...
1908;Bezirk Muri;1993-12-31;...;...;...;...;...;...;...;...;...;...;...
1908;Bezirk Muri;1992-12-31;...;...;...;...;...;...;...;...;...;...;...
1908;Bezirk Muri;1991-12-31;...;...;...;...;...;...;...;...;...;...;...
1908;Bezirk Muri;1990-12-31;...;...;...;...;...;...;...;...;...;...;...
1908;Bezirk Muri;1989-12-31;...;...;...;...;...;...;...;...;...;...;...
1908;Bezirk Muri;1988-12-31;...;...;...;...;...;...;...;...;...;...;...
